HG00112
HG00117
HG00124
HG00129
HG00131
HG00136
HG00143
HG00148
HG00150
HG00155
HG00097
HG00100
HG00105
HG00109
HG00111
HG00116
HG00123
HG00128
HG00130
HG00159
HG00231
HG00236
HG00243
HG00248
HG00250
HG00255
HG00262
HG00232
HG00135
HG00142
HG00147
HG00154
HG00096
HG00104
HG00237
HG00244
HG00249
HG00251
HG00256
HG00263
HG01789
HG01791
NA06994
NA07000
NA07029
NA12827
NA07031
NA12865
NA07048
NA12872
NA07055
NA12877
NA07346
NA12889
NA07435
NA12891
NA10837
NA11893
NA11918
NA11920
NA11932
NA11994
NA12005
NA12043
NA12144
NA10857
NA10864
NA11829
NA11831
NA11843
NA11881
NA12156
NA12264
NA12283
NA12341
NA07051
NA07056
NA07347
NA12155
NA12752
NA12249
NA12776
NA12275
NA12815
NA12282
NA10838
NA12287
NA10840
NA12340
NA10845
NA12751
NA10852
NA12763
NA06995
NA12775
NA07037
NA12802
NA12485
NA12814
NA12707
NA12376
NA12740
NA12383
NA12489
NA12718
NA12749
NA12864
NA12890
NA11917
NA11931
NA11993
NA12004
NA10856
NA10863
NA11830
NA11892
NA10851
NA20503
NA20508
NA20510
NA20515
NA20522
NA20527
NA20534
NA20762
NA20767
NA20774
NA20786
NA20798
NA20801
NA20806
NA20813
NA20818
NA20766
NA20539
NA20773
NA20541
NA20778
NA20589
NA20785
NA20755
NA20792
NA20832
NA20797
NA20800
NA20502
NA20507
NA20538
NA20540
NA20588
NA20754
NA20759
NA20761
NA20514
NA20519
NA20521
NA20526
NA20533
NA20805
NA20812
NA20829
NA20831
HG00157
HG00234
HG00107
HG00114
HG00119
HG00121
HG00126
HG00133
HG00138
HG00140
HG00145
HG00152
HG00099
HG00102
HG00239
HG00246
HG00253
HG00258
HG00260
HG00265
HG00113
HG00118
HG00120
HG00125
HG00098
HG00101
HG00106
HG00132
HG00137
HG00144
HG00149
HG00151
HG00156
HG00238
HG00240
HG00245
HG00252
HG00257
HG00264
HG00233
HG00108
HG00110
HG00115
HG00122
HG00127
HG00103
HG00242
HG00247
HG00254
HG00259
HG00261
HG00158
HG00160
HG00235
HG00134
HG00139
HG00141
HG00146
HG00153
HG02215
HG01334
HG01790
NA06985
NA06997
NA07022
NA07034
NA07349
NA10830
NA10835
NA12761
NA12766
NA12778
NA12812
NA12817
NA12343
NA12348
NA12386
NA12413
NA12716
NA12829
NA12843
NA12874
NA12146
NA12273
NA12329
NA12336
NA10859
NA10861
NA11840
NA10842
NA10847
NA10854
NA12045
NA12057
NA11919
NA11933
NA11995
NA12006
NA12044
NA12056
NA12145
NA12234
NA12239
NA12272
NA12335
NA12342
NA06984
NA06989
NA06991
NA07014
NA07019
NA10860
NA10865
NA11832
NA11882
NA11894
NA12753
NA12760
NA12777
NA12828
NA12347
NA12400
NA12708
NA12739
NA10839
NA10846
NA10853
NA07045
NA07348
NA12830
NA12842
NA12873
NA12878
NA12892
NA20536
NA20543
NA20581
NA20586
NA20752
NA20757
NA20764
NA20769
NA20771
NA20783
NA20790
NA20795
NA20803
NA20808
NA20810
NA20815
NA20822
NA20827
NA20512
NA20517
NA20524
NA20529
NA20531
NA20505
NA12344
NA12375
NA12399
NA12414
NA12546
NA12717
NA12748
NA12750
NA12762
NA12767
NA12801
NA12813
NA12818
NA11930
NA11992
NA12003
NA12046
NA12058
NA07340
NA07345
NA07357
NA10831
NA10836
NA12154
NA12248
NA12274
NA12286
NA06986
NA06993
NA10843
NA10850
NA10855
NA11839
NA11891
NA12832
NA12875
NA20802
NA20807
NA20814
NA20819
NA20821
NA20826
NA20763
NA20768
NA20770
NA20775
NA20787
NA20799
NA20509
NA20511
NA20516
NA20528
NA20530
NA20535
NA20504
NA20542
NA20585
NA20756
NA20537
NA20544
NA20582
NA20587
NA20753
NA20758
NA20760
NA20506
NA20804
NA20809
NA20811
NA20816
NA20828
NA20513
NA20518
NA20520
NA20525
NA20532
NA20765
NA20772
NA20796
